age,income_lakh,credit_score,loan_amount_lakh,existing_loans,approved,debt_burden,high_credit_score
47.0,14.3,510.0,15.88,4.0,1,1.1104895104895105,0
44.0,22.83,586.0,4.27,1.0,1,0.18703460359176521,0
22.0,18.64,559.0,25.6,3.0,1,1.3733905579399142,0
52.0,1.78,489.0,8.92,0.0,0,5.01123595505618,0
48.0,7.14,572.0,9.87,1.0,1,1.3823529411764706,0
40.0,9.51,657.0,9.79,1.0,1,1.0294426919032598,0
40.0,10.8,732.0,29.49,4.0,0,2.730555555555555,1
64.0,23.16,528.0,12.35,0.0,1,0.5332469775474956,0
59.0,4.3,539.0,12.03,1.0,0,2.797674418604651,0
27.0,15.92,790.0,21.93,1.0,1,1.3775125628140703,1
63.0,21.22,479.0,27.99,4.0,1,1.3190386427898209,0
46.0,16.21,569.0,12.16,4.0,1,0.7501542257865514,0
32.0,12.68,516.0,23.32,1.0,0,1.8391167192429023,0
55.0,17.08,666.0,29.0,3.0,1,1.6978922716627636,0
24.0,20.89,622.0,13.28,2.0,1,0.6357108664432742,0
28.0,3.02,801.0,23.7,1.0,0,7.847682119205298,1
50.0,15.74,524.0,1.24,1.0,1,0.07878017789072427,0
42.0,10.15,529.0,22.1,1.0,0,2.1773399014778327,0
34.0,15.62,714.0,16.6,1.0,1,1.062740076824584,1
29.0,17.11,683.0,6.32,3.0,1,0.3693746347165401,0
42.0,23.45,614.0,11.52,2.0,1,0.4912579957356077,0
36.0,14.77,586.0,28.48,4.0,0,1.928232904536222,0
22.0,12.73,486.0,11.68,3.0,1,0.9175176747839748,0
27.0,22.98,782.0,15.63,1.0,1,0.6801566579634465,1
38.0,20.96,671.0,24.78,3.0,1,1.1822519083969465,0
46.0,10.36,786.0,16.68,0.0,1,1.6100386100386102,1
29.0,10.27,617.0,9.12,3.0,1,0.8880233690360272,0
61.0,5.29,773.0,6.68,4.0,0,1.2627599243856331,1
32.0,16.01,610.0,3.56,1.0,1,0.22236102435977512,0
64.0,24.17,502.0,23.68,1.0,1,0.9797269342159701,0
52.0,11.72,552.0,15.675,2.0,0,1.337457337883959,0
59.0,15.09,699.0,5.78,4.0,1,0.38303512259774686,0
62.0,11.34,808.0,26.83,4.0,0,2.3659611992945324,1
38.0,14.29,700.0,6.43,4.0,1,0.44996501049685095,1
59.0,11.04,722.0,15.2,0.0,1,1.3768115942028987,1
25.0,24.97,773.0,18.32,2.0,1,0.7336804164997998,1
58.0,21.21,641.0,3.35,2.0,1,0.15794436586515795,0
48.0,16.21,787.0,15.33,2.0,1,0.9457125231338679,1
56.0,12.01,832.0,6.29,0.0,1,0.5237302248126562,1
23.0,4.37,820.0,16.59,0.0,0,3.7963386727688784,1
41.0,5.53,741.0,28.6,1.0,0,5.1717902350813745,1
55.0,1.6,733.0,24.01,3.0,0,15.00625,1
47.0,6.73,792.0,5.66,2.0,1,0.8410104011887073,1
30.0,23.12,499.0,12.34,1.0,1,0.5337370242214533,0
22.0,17.99,763.0,1.73,1.0,1,0.09616453585325181,1
63.0,11.18,590.0,8.59,1.0,1,0.7683363148479427,0
44.0,7.68,496.0,18.03,0.0,0,2.3476562500000004,0
34.0,9.8,621.0,9.11,4.0,1,0.9295918367346937,0
48.0,11.01,690.0,1.18,0.0,1,0.10717529518619437,0
38.0,14.66,797.0,25.76,2.0,1,1.7571623465211461,1
21.0,23.82,705.0,23.35,0.0,1,0.9802686817800168,1
57.0,7.71,555.0,28.45,2.0,0,3.690012970168612,0
62.0,12.08,576.0,8.61,1.0,1,0.7127483443708609,0
54.0,14.56,580.0,20.02,3.0,1,1.375,0
35.0,10.65,805.0,5.72,2.0,1,0.5370892018779342,1
27.0,2.92,557.0,5.32,4.0,0,1.8219178082191783,0
42.0,3.67,534.0,8.55,3.0,0,2.329700272479564,0
23.0,18.44,743.0,15.04,2.0,1,0.8156182212581344,1
27.0,11.73,614.0,25.35,3.0,0,2.161125319693095,0
62.0,22.25,534.0,22.94,3.0,1,1.0310112359550563,0
61.0,17.48,491.0,26.79,3.0,0,1.5326086956521738,0
36.0,6.52,640.0,21.71,1.0,0,3.3297546012269943,0
39.0,19.96,759.0,8.32,4.0,1,0.4168336673346693,1
24.0,15.07,652.0,25.11,2.0,1,1.6662242866622428,0
42.0,19.44,753.0,24.54,4.0,1,1.2623456790123455,1
35.0,19.28,800.0,1.13,0.0,1,0.05860995850622406,1
25.0,2.17,770.0,10.44,4.0,0,4.811059907834101,1
62.0,8.56,600.0,24.43,4.0,0,2.8539719626168223,0
23.0,14.66,664.0,6.97,4.0,1,0.4754433833560709,0
54.0,24.25,535.0,23.37,3.0,1,0.9637113402061857,0
26.0,9.63,521.0,27.89,1.0,0,2.8961578400830734,0
46.0,3.88,571.0,3.73,0.0,1,0.961340206185567,0
58.0,4.29,681.0,19.83,3.0,0,4.622377622377622,0
42.0,7.79,501.0,23.61,4.0,0,3.030808729139923,0
52.0,24.53,482.0,15.675,4.0,1,0.6390134529147982,0
59.0,15.09,496.0,22.24,2.0,1,1.4738237243207422,0
50.0,3.13,501.0,10.37,4.0,0,3.313099041533546,0
60.0,24.76,614.0,3.67,2.0,1,0.14822294022617122,0
40.0,21.81,535.0,2.27,2.0,1,0.10408069692801468,0
52.0,24.21,735.0,29.15,1.0,1,1.2040479140850886,1
30.0,24.83,587.0,8.46,4.0,1,0.34071687474828843,0
51.0,23.63,452.0,9.16,1.0,1,0.3876428269149387,0
61.0,12.03,566.0,15.15,2.0,1,1.259351620947631,0
64.0,22.53,521.0,22.76,2.0,1,1.010208610741234,0
60.0,16.62,466.0,1.42,0.0,1,0.08543922984356196,0
56.0,8.53,481.0,15.07,1.0,0,1.7667057444314187,0
40.0,9.15,470.0,25.34,0.0,0,2.769398907103825,0
44.0,13.79,741.0,21.25,1.0,1,1.5409717186366934,1
42.0,4.03,615.0,25.73,2.0,0,6.384615384615384,0
36.0,20.77,676.0,8.17,2.0,1,0.3933558016369764,0
60.0,22.19,627.0,11.8,2.0,1,0.5317710680486706,0
47.0,24.61,643.0,14.21,0.0,1,0.5774075579032913,0
42.0,14.95,453.0,7.54,2.0,1,0.5043478260869565,0
55.0,3.23,616.0,14.32,2.0,0,4.43343653250774,0
23.0,14.16,731.0,25.9,4.0,0,1.82909604519774,1
42.0,17.79,467.0,25.13,1.0,1,1.4125913434513773,0
42.0,13.17,765.0,19.67,1.0,1,1.493545937737282,1
37.0,23.74,583.0,28.32,3.0,1,1.1929233361415335,0
46.0,2.76,850.0,7.98,3.0,0,2.8913043478260874,1
27.0,3.07,456.0,17.76,4.0,0,5.785016286644952,0
30.0,20.6,539.0,8.18,2.0,1,0.39708737864077664,0
32.0,5.63,463.0,17.2,2.0,0,3.0550621669626996,0
42.0,3.62,570.0,6.38,4.0,0,1.7624309392265192,0
29.0,18.25,498.0,16.94,1.0,1,0.9282191780821919,0
60.0,13.79,476.0,17.56,1.0,1,1.2733865119651921,0
64.0,5.05,537.0,15.03,0.0,0,2.976237623762376,0
61.0,11.53,548.0,21.37,2.0,0,1.8534258456201216,0
51.0,3.65,832.0,14.9,2.0,0,4.082191780821918,1
37.0,6.48,842.0,27.17,4.0,0,4.192901234567901,1
29.0,8.67,496.0,22.21,0.0,0,2.5617070357554788,0
33.0,19.21,670.0,29.01,4.0,1,1.5101509630400833,0
36.0,22.67,531.0,6.22,2.0,1,0.27437141596823994,0
54.0,5.51,586.0,10.86,4.0,0,1.970961887477314,0
64.0,11.77,750.0,24.19,3.0,0,2.0552251486830926,1
52.0,22.33,585.0,3.72,3.0,1,0.1665920286609942,0
43.0,21.99,740.0,22.46,0.0,1,1.0213733515234198,1
54.0,7.7,741.0,14.16,4.0,0,1.838961038961039,1
31.0,17.01,674.0,9.39,1.0,1,0.5520282186948854,0
51.0,10.85,567.0,26.01,3.0,0,2.3972350230414747,0
51.0,22.82,641.0,24.86,3.0,1,1.0893952673093776,0
36.0,21.27,543.0,24.28,4.0,1,1.1415138692994828,0
30.0,4.71,456.0,7.48,1.0,0,1.5881104033970277,0
63.0,2.86,486.0,2.05,0.0,1,0.7167832167832168,0
36.0,7.08,616.0,19.48,2.0,0,2.751412429378531,0
56.0,2.14,500.0,27.11,3.0,0,12.66822429906542,0
54.0,6.69,477.0,27.24,3.0,0,4.071748878923766,0
22.0,13.79,508.0,27.91,0.0,1,2.023930384336476,0
28.0,23.09,732.0,12.84,4.0,1,0.5560848852317021,1
28.0,23.83,625.0,6.06,2.0,1,0.25430130088124214,0
58.0,10.43,823.0,25.81,2.0,0,2.4745925215723874,1
48.0,7.72,471.0,15.97,4.0,0,2.068652849740933,0
35.0,23.73,522.0,23.46,1.0,1,0.988621997471555,0
63.0,16.78,568.0,6.68,4.0,1,0.3980929678188319,0
56.0,18.34,780.0,2.93,4.0,1,0.15976008724100327,1
22.0,7.96,661.0,14.03,2.0,0,1.7625628140703518,0
60.0,24.65,652.0,28.27,2.0,1,1.1468559837728196,0
28.0,20.98,801.0,18.34,0.0,1,0.8741658722592945,1
29.0,13.13,530.0,27.52,1.0,0,2.0959634424980957,0
42.0,11.29,774.0,12.96,0.0,1,1.1479185119574846,1
49.0,19.27,483.0,18.74,1.0,1,0.9724961079398028,0
38.0,10.41,777.0,20.41,4.0,0,1.9606147934678193,1
36.0,5.34,678.0,25.08,3.0,0,4.6966292134831455,0
57.0,20.65,706.0,10.43,0.0,1,0.5050847457627119,1
27.0,18.12,729.0,22.76,0.0,1,1.2560706401766004,1
58.0,20.08,529.0,5.58,0.0,1,0.2778884462151395,0
44.0,18.61,709.0,24.24,0.0,1,1.3025255239118754,1
42.0,11.11,482.0,22.13,4.0,0,1.991899189918992,0
34.0,7.35,712.0,20.64,2.0,0,2.808163265306123,1
47.0,10.75,451.0,22.77,1.0,0,2.118139534883721,0
42.0,7.2,609.0,26.81,1.0,0,3.723611111111111,0
35.0,18.28,479.0,19.27,2.0,1,1.0541575492341355,0
53.0,21.48,569.0,14.23,2.0,1,0.6624767225325885,0
36.0,24.25,743.0,15.675,3.0,1,0.6463917525773196,1
60.0,7.26,572.0,10.72,1.0,1,1.4765840220385675,0
58.0,20.82,812.0,26.19,3.0,1,1.2579250720461095,1
39.0,23.38,518.0,18.35,0.0,1,0.7848588537211293,0
64.0,22.34,476.0,15.03,4.0,1,0.6727842435094001,0
47.0,5.03,722.0,14.5,1.0,0,2.882703777335984,1
47.0,2.89,838.0,1.53,4.0,1,0.5294117647058824,1
42.0,19.45,831.0,27.44,3.0,1,1.4107969151670952,1
38.0,11.43,527.0,7.12,0.0,1,0.6229221347331584,0
58.0,6.81,841.0,19.15,2.0,0,2.8120411160058736,1
59.0,15.33,788.0,20.48,0.0,1,1.3359425962165687,1
55.0,2.8,637.0,8.52,3.0,0,3.0428571428571427,0
33.0,20.42,491.0,29.36,2.0,1,1.4378060724779627,0
33.0,7.37,566.0,28.94,3.0,0,3.926729986431479,0
26.0,20.03,597.0,6.86,0.0,1,0.34248627059410885,0
39.0,23.08,541.0,18.45,1.0,1,0.7993934142114385,0
36.0,19.45,465.0,15.675,4.0,1,0.8059125964010283,0
27.0,18.62,792.0,3.03,1.0,1,0.1627282491944146,1
33.0,21.04,480.0,26.12,0.0,1,1.241444866920152,0
42.0,3.12,633.0,15.675,3.0,0,5.024038461538462,0
50.0,6.73,627.0,24.77,4.0,0,3.6805349182763742,0
38.0,18.62,641.0,25.73,3.0,1,1.3818474758324382,0
45.0,13.79,781.0,13.32,2.0,1,0.965917331399565,1
22.0,21.95,727.0,29.8,3.0,1,1.357630979498861,1
46.0,5.71,536.0,24.58,4.0,0,4.304728546409807,0
47.0,4.86,820.0,20.16,3.0,0,4.148148148148148,1
64.0,23.81,816.0,6.47,2.0,1,0.27173456530869383,1
32.0,16.04,848.0,17.39,1.0,1,1.0841645885286784,1
53.0,3.2,617.0,16.7,0.0,0,5.218749999999999,0
54.0,2.01,724.0,12.92,1.0,0,6.427860696517413,1
55.0,6.34,747.0,29.48,3.0,0,4.649842271293376,1
44.0,11.87,674.0,15.05,2.0,1,1.2679022746419546,0
29.0,17.33,834.0,26.43,0.0,1,1.5251009809578766,1
22.0,21.75,484.0,26.93,4.0,1,1.2381609195402299,0
49.0,10.52,720.0,29.66,1.0,0,2.8193916349809887,1
40.0,10.78,717.0,25.64,4.0,0,2.3784786641929503,1
31.0,4.25,826.0,27.32,4.0,0,6.4282352941176475,1
25.0,14.1,590.0,15.87,4.0,1,1.125531914893617,0
33.0,19.56,678.0,4.6,4.0,1,0.23517382413087934,0
54.0,18.39,505.0,11.13,2.0,1,0.6052202283849919,0
51.0,20.84,550.0,27.67,3.0,1,1.3277351247600768,0
31.0,18.67,722.0,10.45,1.0,1,0.559721478307445,1
30.0,7.15,583.0,14.34,2.0,0,2.0055944055944055,0
22.0,22.96,743.0,9.91,3.0,1,0.43162020905923343,1
42.0,16.94,736.0,15.54,2.0,1,0.9173553719008263,1
40.0,2.47,480.0,20.61,2.0,0,8.34412955465587,0
41.0,6.67,596.0,20.31,0.0,0,3.0449775112443778,0
41.0,2.54,537.0,21.14,0.0,0,8.32283464566929,0
23.0,14.48,691.0,18.64,4.0,1,1.287292817679558,0
35.0,13.64,611.0,8.0,1.0,1,0.5865102639296187,0
36.0,7.39,651.0,14.68,2.0,0,1.986468200270636,0
34.0,16.18,607.0,16.22,0.0,1,1.0024721878862792,0
43.0,1.99,660.0,26.76,1.0,0,13.447236180904524,0
57.0,3.61,561.0,16.92,1.0,0,4.686980609418283,0
62.0,19.54,584.0,24.76,4.0,1,1.2671443193449337,0
42.0,12.67,801.0,13.52,2.0,1,1.0670876085240726,1
53.0,4.63,514.0,8.4,1.0,0,1.8142548596112311,0
61.0,6.44,840.0,9.41,3.0,1,1.4611801242236024,1
59.0,9.07,752.0,25.88,2.0,0,2.853362734288864,1
55.0,7.07,552.0,4.08,1.0,1,0.577086280056577,0
45.0,4.19,606.0,11.85,1.0,0,2.8281622911694506,0
45.0,15.21,724.0,14.99,3.0,1,0.9855358316896778,1
58.0,21.78,762.0,26.49,3.0,1,1.2162534435261707,1
48.0,22.02,472.0,16.42,4.0,1,0.7456857402361491,0
47.0,5.76,738.0,5.03,1.0,1,0.873263888888889,1
28.0,11.44,785.0,3.29,4.0,1,0.2875874125874126,1
28.0,19.85,765.0,13.77,2.0,1,0.6937027707808564,1
28.0,11.25,767.0,5.01,3.0,1,0.4453333333333333,1
57.0,23.87,497.0,9.43,4.0,1,0.3950565563468789,0
57.0,19.19,488.0,13.63,1.0,1,0.710265763418447,0
24.0,13.65,531.0,6.68,2.0,1,0.48937728937728936,0
63.0,6.45,621.0,4.45,3.0,1,0.689922480620155,0
52.0,21.67,595.0,28.11,4.0,1,1.2971850484540839,0
25.0,2.69,464.0,6.39,3.0,0,2.3754646840148697,0
26.0,23.34,559.0,14.83,0.0,1,0.6353898886032562,0
59.0,4.42,726.0,2.1,1.0,1,0.47511312217194573,1
31.0,15.86,764.0,28.4,1.0,1,1.790668348045397,1
34.0,18.94,649.0,12.17,3.0,1,0.6425554382259767,0
53.0,21.82,755.0,13.98,1.0,1,0.6406966086159487,1
40.0,4.91,831.0,14.09,4.0,0,2.8696537678207736,1
24.0,9.85,717.0,10.7,0.0,1,1.0862944162436547,1
35.0,19.3,580.0,19.77,3.0,1,1.0243523316062175,0
52.0,19.69,740.0,8.19,2.0,1,0.4159471813103098,1
34.0,17.1,611.0,12.59,2.0,1,0.7362573099415204,0
30.0,4.26,641.0,12.69,1.0,0,2.97887323943662,0
61.0,11.93,477.0,22.62,3.0,0,1.8960603520536463,0
64.0,5.54,505.0,18.67,3.0,0,3.370036101083033,0
40.0,12.62,624.0,1.44,0.0,1,0.11410459587955626,0
42.0,4.56,824.0,20.75,0.0,0,4.550438596491229,1
56.0,3.19,674.0,3.42,3.0,0,1.0721003134796239,0
57.0,12.19,641.0,25.76,2.0,0,2.1132075471698117,0
23.0,2.78,637.0,27.11,0.0,0,9.75179856115108,0
30.0,7.07,513.0,16.97,0.0,0,2.4002828854314,0
23.0,9.31,606.0,27.85,2.0,0,2.99140708915145,0
24.0,20.07,481.0,10.96,0.0,1,0.5460886895864475,0
33.0,8.16,610.0,27.43,2.0,0,3.361519607843137,0
58.0,14.31,826.0,18.14,2.0,1,1.26764500349406,1
53.0,8.83,755.0,21.74,3.0,0,2.4620611551528877,1
57.0,22.41,454.0,6.46,3.0,1,0.28826416778224007,0
54.0,22.19,569.0,29.82,1.0,1,1.3438485804416402,0
42.0,21.66,610.0,12.29,4.0,1,0.5674053554939981,0
26.0,7.25,709.0,10.44,1.0,1,1.44,1
41.0,23.7,607.0,8.43,2.0,1,0.3556962025316456,0
22.0,16.63,828.0,15.93,3.0,1,0.957907396271798,1
21.0,23.33,759.0,1.47,4.0,1,0.063009001285898,1
45.0,5.9,653.0,10.31,1.0,1,1.747457627118644,0
50.0,7.7,799.0,13.89,2.0,1,1.8038961038961039,1
60.0,4.17,463.0,26.82,1.0,0,6.431654676258993,0
35.0,2.15,546.0,24.12,3.0,0,11.218604651162792,0
38.0,12.62,618.0,4.04,3.0,1,0.3201267828843106,0
51.0,20.24,818.0,29.91,1.0,1,1.4777667984189724,1
46.0,2.27,639.0,12.73,1.0,0,5.607929515418502,0
48.0,16.28,804.0,27.56,1.0,1,1.6928746928746927,1
63.0,3.66,606.0,9.43,4.0,0,2.576502732240437,0
36.0,5.89,584.0,15.675,2.0,0,2.6612903225806455,0
63.0,6.59,688.0,17.8,3.0,0,2.701062215477997,0
46.0,2.98,680.0,20.62,4.0,0,6.919463087248323,0
31.0,2.5,738.0,4.81,1.0,1,1.924,1
55.0,9.73,579.0,24.69,0.0,0,2.537512846865365,0
63.0,24.67,761.0,24.8,0.0,1,1.005269558167815,1
33.0,14.99,518.0,5.37,2.0,1,0.35823882588392264,0
24.0,16.91,745.0,7.58,4.0,1,0.4482554701360142,1
28.0,9.38,811.0,28.54,1.0,0,3.042643923240938,1
27.0,8.8,783.0,10.04,3.0,1,1.1409090909090907,1
62.0,16.85,467.0,13.22,1.0,1,0.7845697329376854,0
51.0,14.99,527.0,16.68,2.0,1,1.1127418278852568,0
33.0,23.03,599.0,10.75,1.0,1,0.46678245766391663,0
28.0,11.8,679.0,18.2,0.0,1,1.542372881355932,0
30.0,20.26,476.0,24.17,4.0,1,1.1929911154985193,0
40.0,24.08,608.0,3.5,2.0,1,0.14534883720930233,0
42.0,15.86,503.0,14.5,0.0,1,0.914249684741488,0
43.0,21.97,731.0,9.06,4.0,1,0.4123805188893947,1
23.0,20.0,649.0,3.93,2.0,1,0.1965,0
41.0,24.38,665.0,12.15,0.0,1,0.4983593109105825,0
45.0,18.67,755.0,26.42,4.0,1,1.415104445634708,1
57.0,22.19,565.0,26.71,3.0,1,1.2036953582694907,0
28.0,16.43,484.0,9.82,0.0,1,0.5976871576384662,0
48.0,8.69,836.0,28.2,3.0,0,3.2451093210586883,1
28.0,6.91,487.0,26.28,2.0,0,3.8031837916063678,0
47.0,9.48,665.0,10.46,3.0,1,1.1033755274261603,0
40.0,17.13,663.0,23.3,3.0,1,1.3601868067717455,0
62.0,17.13,678.0,7.3,1.0,1,0.4261529480443666,0
58.0,15.87,662.0,26.8,0.0,1,1.6887208569628231,0
62.0,13.79,641.0,5.47,1.0,1,0.39666424945612766,0
41.0,23.9,473.0,23.13,2.0,1,0.9677824267782427,0
40.0,14.74,643.0,16.04,1.0,1,1.0881953867028493,0
26.0,18.48,711.0,17.99,4.0,1,0.9734848484848484,1
32.0,11.22,684.0,21.62,2.0,0,1.9269162210338682,0
52.0,22.92,847.0,20.78,1.0,1,0.9066317626527051,1
43.0,5.11,527.0,28.2,4.0,0,5.518590998043052,0
48.0,6.41,540.0,19.51,4.0,0,3.043681747269891,0
41.0,12.36,525.0,13.18,4.0,1,1.0663430420711975,0
47.0,12.38,807.0,14.61,3.0,1,1.1801292407108237,1
42.0,2.59,648.0,3.29,0.0,1,1.2702702702702704,0
40.0,22.83,845.0,12.1,1.0,1,0.5300043802014893,1
24.0,22.98,551.0,8.03,0.0,1,0.3494342906875544,0
43.0,11.01,834.0,19.46,2.0,1,1.7674841053587649,1
63.0,15.2,830.0,12.79,0.0,1,0.8414473684210526,1
52.0,20.39,595.0,11.33,0.0,1,0.5556645414418833,0
38.0,15.24,708.0,19.37,1.0,1,1.270997375328084,1
50.0,7.85,531.0,15.86,3.0,0,2.0203821656050955,0
23.0,4.12,680.0,7.53,4.0,0,1.8276699029126213,0
40.0,20.8,699.0,18.07,4.0,1,0.86875,0
55.0,24.64,825.0,9.93,1.0,1,0.4030032467532467,1
42.0,20.51,680.0,10.26,3.0,1,0.500243783520234,0
57.0,1.71,748.0,17.55,0.0,0,10.263157894736842,1
49.0,7.47,820.0,20.99,2.0,0,2.8099062918340025,1
25.0,16.96,698.0,16.08,2.0,1,0.9481132075471697,0
